430102001001,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,识字里社区居委会
430102001002,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,文艺新村社区居委会
430102001003,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,韭菜园社区居委会
430102001004,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,湘府社区居委会
430102001005,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,乔庄社区居委会
430102001006,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,东广济桥社区居委会
430102001007,4,111,,湖南省,长沙市,芙蓉区,文艺路街道,南元宫社区居委会
430102002001,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,朝阳社区居委会
430102002002,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,五一东村社区居委会
430102002003,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,向韶社区居委会
430102002004,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,二里牌社区居委会
430102002005,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,人民新村社区居委会
430102002006,4,111,,湖南省,长沙市,芙蓉区,朝阳街街道,曙光社区居委会
430102003001,4,111,,湖南省,长沙市,芙蓉区,韭菜园街道,桐荫里社区居委会
430102003003,4,111,,湖南省,长沙市,芙蓉区,韭菜园街道,八一桥社区居委会
430102003004,4,111,,湖南省,长沙市,芙蓉区,韭菜园街道,军区社区居委会
430102003005,4,111,,湖南省,长沙市,芙蓉区,韭菜园街道,汤家岭社区居委会
430102003006,4,111,,湖南省,长沙市,芙蓉区,韭菜园街道,蓉园社区居委会
430102008001,4,111,,湖南省,长沙市,芙蓉区,五里牌街道,五里牌社区居委会
430102008002,4,111,,湖南省,长沙市,芙蓉区,五里牌街道,火车站社区居委会
430102008004,4,111,,湖南省,长沙市,芙蓉区,五里牌街道,燕山街社区居委会
430102009001,4,111,,湖南省,长沙市,芙蓉区,火星街道,凌霄社区居委会
430102009002,4,111,,湖南省,长沙市,芙蓉区,火星街道,紫薇社区居委会
430102009003,4,111,,湖南省,长沙市,芙蓉区,火星街道,月桂社区居委会
430102009005,4,111,,湖南省,长沙市,芙蓉区,火星街道,兴和社区居委会
430102009006,4,111,,湖南省,长沙市,芙蓉区,火星街道,陶家山社区居委会
430102009007,4,111,,湖南省,长沙市,芙蓉区,火星街道,曾家坪社区居委会
430102010004,4,111,,湖南省,长沙市,芙蓉区,马王堆街道,滩头坪社区居委会
430102010007,4,111,,湖南省,长沙市,芙蓉区,马王堆街道,古汉城社区居委会
430102010008,4,111,,湖南省,长沙市,芙蓉区,马王堆街道,马王堆社区居委会
430102010202,4,111,,湖南省,长沙市,芙蓉区,马王堆街道,新桥村委会
430102010204,4,111,,湖南省,长沙市,芙蓉区,马王堆街道,火炬村委会
430102011001,4,111,,湖南省,长沙市,芙蓉区,东屯渡街道,芙蓉社区居委会
430102011002,4,111,,湖南省,长沙市,芙蓉区,东屯渡街道,东屯渡社区居委会
430102011003,4,111,,湖南省,长沙市,芙蓉区,东屯渡街道,扬帆社区居委会
430102011009,4,111,,湖南省,长沙市,芙蓉区,东屯渡街道,嘉雨社区居委会
430102011010,4,111,,湖南省,长沙市,芙蓉区,东屯渡街道,白沙湾社区居委会
430102012001,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,南湖社区居委会
430102012002,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,西湖社区居委会
430102012003,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,湘湖社区居委会
430102012005,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,跃进湖社区居委会
430102012006,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,东湖社区居委会
430102012007,4,111,,湖南省,长沙市,芙蓉区,湘湖街道,车站北路社区居委会
430102013001,4,111,,湖南省,长沙市,芙蓉区,定王台街道,宝南街社区居委会
430102013002,4,111,,湖南省,长沙市,芙蓉区,定王台街道,浏正街社区居委会
430102013003,4,111,,湖南省,长沙市,芙蓉区,定王台街道,藩后街社区居委会
430102013005,4,111,,湖南省,长沙市,芙蓉区,定王台街道,丰泉古井社区居委会
430102013006,4,111,,湖南省,长沙市,芙蓉区,定王台街道,化龙池社区居委会
430102013008,4,111,,湖南省,长沙市,芙蓉区,定王台街道,黄泥街社区居委会
430102013009,4,111,,湖南省,长沙市,芙蓉区,定王台街道,走马楼社区居委会
430102013011,4,111,,湖南省,长沙市,芙蓉区,定王台街道,马王街社区居委会
430102013012,4,111,,湖南省,长沙市,芙蓉区,定王台街道,金沙里社区居委会
430102014001,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,恒达社区居委会
430102014002,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,荷晏社区居委会
430102014003,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,杨家山社区居委会
430102014004,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,德政园社区居委会
430102014005,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,荷花园社区居委会
430102014006,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,东方新城社区居委会
430102014007,4,111,,湖南省,长沙市,芙蓉区,荷花园街道,东郡社区居委会
430102015001,4,111,,湖南省,长沙市,芙蓉区,东岸街道,东宜社区居委会
430102015201,4,111,,湖南省,长沙市,芙蓉区,东岸街道,东屯村委会
430102015203,4,111,,湖南省,长沙市,芙蓉区,东岸街道,东岸村委会
430102015204,4,112,,湖南省,长沙市,芙蓉区,东岸街道,杉木村委会
430102016001,4,111,,湖南省,长沙市,芙蓉区,马坡岭街道,锦林社区居委会
430102016202,4,111,,湖南省,长沙市,芙蓉区,马坡岭街道,张公岭村委会
430102016203,4,111,,湖南省,长沙市,芙蓉区,马坡岭街道,西龙村委会
430102017001,4,111,,湖南省,长沙市,芙蓉区,东湖街道,龙马社区居委会
430102017002,4,111,,湖南省,长沙市,芙蓉区,东湖街道,滨湖社区居委会
430102017003,4,111,,湖南省,长沙市,芙蓉区,东湖街道,韶光社区居委会
430102017201,4,112,,湖南省,长沙市,芙蓉区,东湖街道,东湖村委会
430102017202,4,112,,湖南省,长沙市,芙蓉区,东湖街道,合平村委会
430102400498,4,111,,湖南省,长沙市,芙蓉区,隆平高科技园,隆平高科技园虚拟社区
430103002001,4,111,,湖南省,长沙市,天心区,坡子街街道,八角亭社区居委会
430103002002,4,111,,湖南省,长沙市,天心区,坡子街街道,西牌楼社区居委会
430103002003,4,111,,湖南省,长沙市,天心区,坡子街街道,太平街社区居委会
430103002005,4,111,,湖南省,长沙市,天心区,坡子街街道,坡子街社区居委会
430103002006,4,111,,湖南省,长沙市,天心区,坡子街街道,青山祠社区居委会
430103002007,4,111,,湖南省,长沙市,天心区,坡子街街道,沙河社区居委会
430103002008,4,111,,湖南省,长沙市,天心区,坡子街街道,碧湘社区居委会
430103002009,4,111,,湖南省,长沙市,天心区,坡子街街道,创远社区居委会
430103002010,4,111,,湖南省,长沙市,天心区,坡子街街道,楚湘社区居委会
430103002011,4,111,,湖南省,长沙市,天心区,坡子街街道,西湖社区居委会
430103002012,4,111,,湖南省,长沙市,天心区,坡子街街道,登仁桥社区居委会
430103002013,4,111,,湖南省,长沙市,天心区,坡子街街道,文庙坪社区居委会
430103004002,4,111,,湖南省,长沙市,天心区,城南路街道,城南中路社区居委会
430103004003,4,111,,湖南省,长沙市,天心区,城南路街道,工农桥社区居委会
430103004005,4,111,,湖南省,长沙市,天心区,城南路街道,白沙井社区居委会
